Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Image Src
forever-alone-sad-version-meme,Forever Alone Sad Version Meme,,CBB,Sticker,"meme",FALSE,FOREVER-ALONE-SAD-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Forever_Alone_Sad_Version_Meme/Forever_Alone_Sad_Version_Meme.webp
forever-alone-variation-,Forever Alone Variation ,,CBB,Sticker,"meme",FALSE,FOREVER-ALONE-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Forever_Alone_Variation_/Forever_Alone_Variation_.webp
forever-alone-variation-2-,Forever Alone Variation 2 ,,CBB,Sticker,"meme",FALSE,FOREVER-ALONE-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Forever_Alone_Variation_2_/Forever_Alone_Variation_2_.webp
forever-alone-in-a-crowd,Forever Alone in a Crowd,,CBB,Sticker,"meme",FALSE,FOREVER-ALONE-IN-A-CROWD,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Forever_Alone_in_a_Crowd/Forever_Alone_in_a_Crowd.webp
foul-bachelor-frog,Foul Bachelor Frog,,CBB,Sticker,"meme",FALSE,FOUL-BACHELOR-FROG,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Foul_Bachelor_Frog/Foul_Bachelor_Frog.webp
foul-bachelorette-frog,Foul Bachelorette Frog,,CBB,Sticker,"meme",FALSE,FOUL-BACHELORETTE-FROG,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Foul_Bachelorette_Frog/Foul_Bachelorette_Frog.webp
friend-zone-fiona,Friend Zone Fiona,,CBB,Sticker,"meme",FALSE,FRIEND-ZONE-FIONA,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Friend_Zone_Fiona/Friend_Zone_Fiona.webp
frustrated-american-chopper-argument,Frustrated American Chopper Argument,,CBB,Sticker,"meme",FALSE,FRUSTRATED-AMERICAN-CHOPPER-ARGUMENT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Frustrated_American_Chopper_Argument/Frustrated_American_Chopper_Argument.webp
frustrated-boromir,Frustrated Boromir,,CBB,Sticker,"meme",FALSE,FRUSTRATED-BOROMIR,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Frustrated_Boromir/Frustrated_Boromir.webp
fry-not-sure-if,Fry Not Sure If,,CBB,Sticker,"meme",FALSE,FRY-NOT-SURE-IF,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Fry_Not_Sure_If/Fry_Not_Sure_If.webp
fry-squinting,Fry Squinting,,CBB,Sticker,"meme",FALSE,FRY-SQUINTING,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Fry_Squinting/Fry_Squinting.webp
funny-lolcats,Funny LOLcats,,CBB,Sticker,"meme",FALSE,FUNNY-LOLCATS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Funny_LOLcats/Funny_LOLcats.webp
funny-memes,Funny Memes,,CBB,Sticker,"meme",FALSE,FUNNY-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Funny_Memes/Funny_Memes.webp
furious-arthur-s-fist,Furious Arthur s Fist,,CBB,Sticker,"meme",FALSE,FURIOUS-ARTHUR-S-FIST,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Furious_Arthur_s_Fist/Furious_Arthur_s_Fist.webp
futurama-fry,Futurama Fry,,CBB,Sticker,"meme",FALSE,FUTURAMA-FRY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Futurama_Fry/Futurama_Fry.webp
futurama-fry-confused-version-meme,Futurama Fry Confused Version Meme,,CBB,Sticker,"meme",FALSE,FUTURAMA-FRY-CONFUSED-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Futurama_Fry_Confused_Version_Meme/Futurama_Fry_Confused_Version_Meme.webp
futurama-fry-meme,Futurama Fry Meme,,CBB,Sticker,"meme",FALSE,FUTURAMA-FRY-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Futurama_Fry_Meme/Futurama_Fry_Meme.webp
futurama-fry-suspicious-version-meme,Futurama Fry Suspicious Version Meme,,CBB,Sticker,"meme",FALSE,FUTURAMA-FRY-SUSPICIOUS-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Futurama_Fry_Suspicious_Version_Meme/Futurama_Fry_Suspicious_Version_Meme.webp
futurama-fry-thinking-version-meme,Futurama Fry Thinking Version Meme,,CBB,Sticker,"meme",FALSE,FUTURAMA-FRY-THINKING-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Futurama_Fry_Thinking_Version_Meme/Futurama_Fry_Thinking_Version_Meme.webp
futurama-fry-variation-,Futurama Fry Variation ,,CBB,Sticker,"meme",FALSE,FUTURAMA-FRY-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Futurama_Fry_Variation_/Futurama_Fry_Variation_.webp
futurama-fry-variation-2-,Futurama Fry Variation 2 ,,CBB,Sticker,"meme",FALSE,FUTURAMA-FRY-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Futurama_Fry_Variation_2_/Futurama_Fry_Variation_2_.webp
futurama-fry-variation-3-,Futurama Fry Variation 3 ,,CBB,Sticker,"meme",FALSE,FUTURAMA-FRY-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Futurama_Fry_Variation_3_/Futurama_Fry_Variation_3_.webp
futurama-fry-with-captions-,Futurama Fry with captions ,,CBB,Sticker,"meme",FALSE,FUTURAMA-FRY-WITH-CAPTIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Futurama_Fry_with_captions_/Futurama_Fry_with_captions_.webp
future-memes,Future Memes,,CBB,Sticker,"meme",FALSE,FUTURE-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Future_Memes/Future_Memes.webp
gavin,Gavin,,CBB,Sticker,"meme",FALSE,GAVIN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Gavin/Gavin.webp
generating-a-definitive-list-of-the-250-most-rec,Generating a definitive list of the 250 most rec,,CBB,Sticker,"meme",FALSE,GENERATING-A-DEFINITIVE-LIST-OF-THE-250-MOST-REC,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Generating_a_definitive_list_of_the_250_most_rec/Generating_a_definitive_list_of_the_250_most_rec.webp
generating-a-definitive-list-of-the-exact-top-25,Generating a definitive list of the exact top 25,,CBB,Sticker,"meme",FALSE,GENERATING-A-DEFINITIVE-LIST-OF-THE-EXACT-TOP-25,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Generating_a_definitive_list_of_the_exact_top_25/Generating_a_definitive_list_of_the_exact_top_25.webp
good-girl-gina,Good Girl Gina,,CBB,Sticker,"meme",FALSE,GOOD-GIRL-GINA,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Good_Girl_Gina/Good_Girl_Gina.webp
good-guy-greg,Good Guy Greg,,CBB,Sticker,"meme",FALSE,GOOD-GUY-GREG,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Good_Guy_Greg/Good_Guy_Greg.webp
good-guy-greg-generous-version-meme,Good Guy Greg Generous Version Meme,,CBB,Sticker,"meme",FALSE,GOOD-GUY-GREG-GENEROUS-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Good_Guy_Greg_Generous_Version_Meme/Good_Guy_Greg_Generous_Version_Meme.webp
good-guy-greg-kind-version-meme,Good Guy Greg Kind Version Meme,,CBB,Sticker,"meme",FALSE,GOOD-GUY-GREG-KIND-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Good_Guy_Greg_Kind_Version_Meme/Good_Guy_Greg_Kind_Version_Meme.webp
good-guy-greg-meme,Good Guy Greg Meme,,CBB,Sticker,"meme",FALSE,GOOD-GUY-GREG-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Good_Guy_Greg_Meme/Good_Guy_Greg_Meme.webp
good-guy-greg-sharing-version-meme,Good Guy Greg Sharing Version Meme,,CBB,Sticker,"meme",FALSE,GOOD-GUY-GREG-SHARING-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Good_Guy_Greg_Sharing_Version_Meme/Good_Guy_Greg_Sharing_Version_Meme.webp
good-guy-greg-variation-,Good Guy Greg Variation ,,CBB,Sticker,"meme",FALSE,GOOD-GUY-GREG-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Good_Guy_Greg_Variation_/Good_Guy_Greg_Variation_.webp
good-guy-greg-variation-2-,Good Guy Greg Variation 2 ,,CBB,Sticker,"meme",FALSE,GOOD-GUY-GREG-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Good_Guy_Greg_Variation_2_/Good_Guy_Greg_Variation_2_.webp
good-guy-greg-variation-3-,Good Guy Greg Variation 3 ,,CBB,Sticker,"meme",FALSE,GOOD-GUY-GREG-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Good_Guy_Greg_Variation_3_/Good_Guy_Greg_Variation_3_.webp
good-guy-greg-new-format-,Good Guy Greg new format ,,CBB,Sticker,"meme",FALSE,GOOD-GUY-GREG-NEW-FORMAT-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Good_Guy_Greg_new_format_/Good_Guy_Greg_new_format_.webp
good-guy-greg-with-captions-,Good Guy Greg with captions ,,CBB,Sticker,"meme",FALSE,GOOD-GUY-GREG-WITH-CAPTIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Good_Guy_Greg_with_captions_/Good_Guy_Greg_with_captions_.webp
good-luck-chuck,Good Luck Chuck,,CBB,Sticker,"meme",FALSE,GOOD-LUCK-CHUCK,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Good_Luck_Chuck/Good_Luck_Chuck.webp
grandma-finds-the-internet,Grandma Finds the Internet,,CBB,Sticker,"meme",FALSE,GRANDMA-FINDS-THE-INTERNET,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Grandma_Finds_the_Internet/Grandma_Finds_the_Internet.webp
grandma-finds-the-internet-new-format-,Grandma Finds the Internet new format ,,CBB,Sticker,"meme",FALSE,GRANDMA-FINDS-THE-INTERNET-NEW-FORMAT-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Grandma_Finds_the_Internet_new_format_/Grandma_Finds_the_Internet_new_format_.webp
greedy-stonks,Greedy Stonks,,CBB,Sticker,"meme",FALSE,GREEDY-STONKS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Greedy_Stonks/Greedy_Stonks.webp
green-m-m,Green M M,,CBB,Sticker,"meme",FALSE,GREEN-M-M,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Green_M_M/Green_M_M.webp
grumpy-cat,Grumpy Cat,,CBB,Sticker,"meme",FALSE,GRUMPY-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Grumpy_Cat/Grumpy_Cat.webp
grumpy-cat-alternate-version-meme,Grumpy Cat Alternate Version Meme,,CBB,Sticker,"meme",FALSE,GRUMPY-CAT-ALTERNATE-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Grumpy_Cat_Alternate_Version_Meme/Grumpy_Cat_Alternate_Version_Meme.webp
grumpy-cat-displeased-version-meme,Grumpy Cat Displeased Version Meme,,CBB,Sticker,"meme",FALSE,GRUMPY-CAT-DISPLEASED-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Grumpy_Cat_Displeased_Version_Meme/Grumpy_Cat_Displeased_Version_Meme.webp
grumpy-cat-irritated-version-meme,Grumpy Cat Irritated Version Meme,,CBB,Sticker,"meme",FALSE,GRUMPY-CAT-IRRITATED-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Grumpy_Cat_Irritated_Version_Meme/Grumpy_Cat_Irritated_Version_Meme.webp
grumpy-cat-meme,Grumpy Cat Meme,,CBB,Sticker,"meme",FALSE,GRUMPY-CAT-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Grumpy_Cat_Meme/Grumpy_Cat_Meme.webp
grumpy-cat-variation-,Grumpy Cat Variation ,,CBB,Sticker,"meme",FALSE,GRUMPY-CAT-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Grumpy_Cat_Variation_/Grumpy_Cat_Variation_.webp
grumpy-cat-variation-2-,Grumpy Cat Variation 2 ,,CBB,Sticker,"meme",FALSE,GRUMPY-CAT-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Grumpy_Cat_Variation_2_/Grumpy_Cat_Variation_2_.webp
grumpy-cat-variation-3-,Grumpy Cat Variation 3 ,,CBB,Sticker,"meme",FALSE,GRUMPY-CAT-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Grumpy_Cat_Variation_3_/Grumpy_Cat_Variation_3_.webp
grumpy-cat-new-format-,Grumpy Cat new format ,,CBB,Sticker,"meme",FALSE,GRUMPY-CAT-NEW-FORMAT-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Grumpy_Cat_new_format_/Grumpy_Cat_new_format_.webp
grumpy-cat-original-format-,Grumpy Cat original format ,,CBB,Sticker,"meme",FALSE,GRUMPY-CAT-ORIGINAL-FORMAT-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Grumpy_Cat_original_format_/Grumpy_Cat_original_format_.webp
grumpy-cat-with-captions-,Grumpy Cat with captions ,,CBB,Sticker,"meme",FALSE,GRUMPY-CAT-WITH-CAPTIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Grumpy_Cat_with_captions_/Grumpy_Cat_with_captions_.webp
guy-fawkes-mask,Guy Fawkes Mask,,CBB,Sticker,"meme",FALSE,GUY-FAWKES-MASK,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Guy_Fawkes_Mask/Guy_Fawkes_Mask.webp
guy-holding-cardboard-sign,Guy Holding Cardboard Sign,,CBB,Sticker,"meme",FALSE,GUY-HOLDING-CARDBOARD-SIGN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Guy_Holding_Cardboard_Sign/Guy_Holding_Cardboard_Sign.webp
guy-with-a-monocle,Guy with a Monocle,,CBB,Sticker,"meme",FALSE,GUY-WITH-A-MONOCLE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Guy_with_a_Monocle/Guy_with_a_Monocle.webp
handsome-squidward,Handsome Squidward,,CBB,Sticker,"meme",FALSE,HANDSOME-SQUIDWARD,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Handsome_Squidward/Handsome_Squidward.webp
hannibal-buress-why,Hannibal Buress Why,,CBB,Sticker,"meme",FALSE,HANNIBAL-BURESS-WHY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hannibal_Buress_Why/Hannibal_Buress_Why.webp
hard-to-swallow-pills,Hard to Swallow Pills,,CBB,Sticker,"meme",FALSE,HARD-TO-SWALLOW-PILLS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hard_to_Swallow_Pills/Hard_to_Swallow_Pills.webp
headache,Headache,,CBB,Sticker,"meme",FALSE,HEADACHE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Headache/Headache.webp
heart-eyes-emoji,Heart Eyes Emoji,,CBB,Sticker,"meme",FALSE,HEART-EYES-EMOJI,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Heart_Eyes_Emoji/Heart_Eyes_Emoji.webp
heated-american-chopper-argument,Heated American Chopper Argument,,CBB,Sticker,"meme",FALSE,HEATED-AMERICAN-CHOPPER-ARGUMENT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Heated_American_Chopper_Argument/Heated_American_Chopper_Argument.webp
heavy-breathing-cat,Heavy Breathing Cat,,CBB,Sticker,"meme",FALSE,HEAVY-BREATHING-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Heavy_Breathing_Cat/Heavy_Breathing_Cat.webp
hide-your-kids-hide-your-wife,Hide Your Kids Hide Your Wife,,CBB,Sticker,"meme",FALSE,HIDE-YOUR-KIDS-HIDE-YOUR-WIFE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hide_Your_Kids_Hide_Your_Wife/Hide_Your_Kids_Hide_Your_Wife.webp
hide-the-pain-harold,Hide the Pain Harold,,CBB,Sticker,"meme",FALSE,HIDE-THE-PAIN-HAROLD,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hide_the_Pain_Harold/Hide_the_Pain_Harold.webp
hide-the-pain-harold-forced-smile-version-meme,Hide the Pain Harold Forced Smile Version Meme,,CBB,Sticker,"meme",FALSE,HIDE-THE-PAIN-HAROLD-FORCED-SMILE-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hide_the_Pain_Harold_Forced_Smile_Version_Meme/Hide_the_Pain_Harold_Forced_Smile_Version_Meme.webp
hide-the-pain-harold-meme,Hide the Pain Harold Meme,,CBB,Sticker,"meme",FALSE,HIDE-THE-PAIN-HAROLD-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hide_the_Pain_Harold_Meme/Hide_the_Pain_Harold_Meme.webp
hide-the-pain-harold-painful-smile-version-meme,Hide the Pain Harold Painful Smile Version Meme,,CBB,Sticker,"meme",FALSE,HIDE-THE-PAIN-HAROLD-PAINFUL-SMILE-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hide_the_Pain_Harold_Painful_Smile_Version_Meme/Hide_the_Pain_Harold_Painful_Smile_Version_Meme.webp
hide-the-pain-harold-smiling-version-meme,Hide the Pain Harold Smiling Version Meme,,CBB,Sticker,"meme",FALSE,HIDE-THE-PAIN-HAROLD-SMILING-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hide_the_Pain_Harold_Smiling_Version_Meme/Hide_the_Pain_Harold_Smiling_Version_Meme.webp
hide-the-pain-harold-variation-,Hide the Pain Harold Variation ,,CBB,Sticker,"meme",FALSE,HIDE-THE-PAIN-HAROLD-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hide_the_Pain_Harold_Variation_/Hide_the_Pain_Harold_Variation_.webp
hide-the-pain-harold-variation-2-,Hide the Pain Harold Variation 2 ,,CBB,Sticker,"meme",FALSE,HIDE-THE-PAIN-HAROLD-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hide_the_Pain_Harold_Variation_2_/Hide_the_Pain_Harold_Variation_2_.webp
hide-the-pain-harold-variation-3-,Hide the Pain Harold Variation 3 ,,CBB,Sticker,"meme",FALSE,HIDE-THE-PAIN-HAROLD-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hide_the_Pain_Harold_Variation_3_/Hide_the_Pain_Harold_Variation_3_.webp
hide-the-pain-harold-new-format-,Hide the Pain Harold new format ,,CBB,Sticker,"meme",FALSE,HIDE-THE-PAIN-HAROLD-NEW-FORMAT-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hide_the_Pain_Harold_new_format_/Hide_the_Pain_Harold_new_format_.webp
hide-the-pain-harold-variations-,Hide the Pain Harold variations ,,CBB,Sticker,"meme",FALSE,HIDE-THE-PAIN-HAROLD-VARIATIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hide_the_Pain_Harold_variations_/Hide_the_Pain_Harold_variations_.webp
hide-the-pain-harold-with-captions-,Hide the Pain Harold with captions ,,CBB,Sticker,"meme",FALSE,HIDE-THE-PAIN-HAROLD-WITH-CAPTIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hide_the_Pain_Harold_with_captions_/Hide_the_Pain_Harold_with_captions_.webp
high-expectations-asian-father,High Expectations Asian Father,,CBB,Sticker,"meme",FALSE,HIGH-EXPECTATIONS-ASIAN-FATHER,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/High_Expectations_Asian_Father/High_Expectations_Asian_Father.webp
hipster-ariel,Hipster Ariel,,CBB,Sticker,"meme",FALSE,HIPSTER-ARIEL,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hipster_Ariel/Hipster_Ariel.webp
hipster-barista,Hipster Barista,,CBB,Sticker,"meme",FALSE,HIPSTER-BARISTA,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hipster_Barista/Hipster_Barista.webp
hipster-kitty,Hipster Kitty,,CBB,Sticker,"meme",FALSE,HIPSTER-KITTY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Hipster_Kitty/Hipster_Kitty.webp
history-memes,History Memes,,CBB,Sticker,"meme",FALSE,HISTORY-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/History_Memes/History_Memes.webp
homer-simpson-backing-into-bush,Homer Simpson Backing Into Bush,,CBB,Sticker,"meme",FALSE,HOMER-SIMPSON-BACKING-INTO-BUSH,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Homer_Simpson_Backing_Into_Bush/Homer_Simpson_Backing_Into_Bush.webp
